0,1,2,3,4,5,6
237811,388,183,11.0,613,883,-16.0
237950,389,183,11.0,613,884,0.0
238228,390,183,11.0,613,885,-13.0
238372,390,183,-11.0,614,886,100.0
238490,391,184,100.0,614,886,-13.0
238747,392,184,100.0,614,887,-3.0
239023,393,184,100.0,614,888,0.0
239757,394,184,100.0,614,890,0.0
239947,395,184,100.0,614,891,-4.0
240095,396,184,100.0,614,892,0.0
240333,397,184,34.0,614,893,-13.0
240540,397,184,-71.0,615,893,-13.0
240842,398,185,78.0,615,895,0.0
241091,399,185,34.0,615,896,-28.0
241488,399,185,-10.0,616,896,-28.0
241846,400,186,100.0,616,898,-11.0
242364,401,186,56.0,616,900,0.0
242542,402,186,56.0,616,901,-51.0
242715,403,186,56.0,616,902,-16.0
243117,403,186,-10.0,617,902,-16.0
243523,403,187,0.0,618,904,12.0
243627,404,187,75.0,618,905,-10.0
244037,404,187,0.0,619,905,-10.0
244173,404,187,-3.0,620,905,0.0
244395,405,187,-3.0,620,905,-22.0
244706,405,187,-25.0,621,905,0.0
245054,405,187,0.0,622,905,0.0
245537,405,187,-7.0,623,905,0.0
245885,406,187,-7.0,623,905,-23.0
246188,406,189,-23.0,624,912,100.0
246295,406,189,0.0,625,913,100.0
246567,406,189,0.0,626,914,100.0
247577,406,189,-23.0,627,916,6.0
248292,406,189,0.0,628,918,6.0
248563,407,189,0.0,628,918,-16.0
248888,408,190,100.0,628,920,-75.0
249012,409,190,78.0,628,921,-23.0
249166,410,190,12.0,628,922,-22.0
249485,411,190,12.0,628,923,0.0
249648,412,190,12.0,628,924,-13.0
249744,412,190,-10.0,629,924,-13.0
250279,412,191,0.0,630,926,100.0
250407,412,191,0.0,631,927,100.0
250721,412,191,-52.0,632,929,46.0
250973,412,191,-13.0,633,930,2.0
251369,412,191,0.0,634,932,2.0
251565,412,191,-16.0,635,933,2.0
251679,412,191,0.0,636,934,2.0
251770,413,191,100.0,636,935,-20.0
252085,413,192,0.0,637,935,100.0
252648,413,192,-14.0,638,937,37.0
252784,414,192,-14.0,638,937,-7.0
253116,414,192,-12.0,639,937,0.0
253389,415,194,100.0,639,939,-10.0
253760,415,194,-60.0,640,941,25.0
253862,416,195,100.0,640,941,-42.0
254318,416,195,-8.0,641,941,-42.0
255004,416,196,0.0,642,943,34.0
255143,416,196,-1.0,643,944,34.0
255236,417,196,-1.0,643,944,-10.0
255593,417,196,-14.0,644,944,0.0
255938,418,198,12.0,644,946,-29.0
256039,418,199,-13.0,645,947,100.0
256213,418,199,-13.0,646,947,37.0
256330,419,199,100.0,646,948,-13.0
256544,419,200,-19.0,647,949,37.0
256652,419,200,-19.0,648,950,37.0
256720,420,200,100.0,648,950,-7.0
256921,420,201,0.0,649,950,100.0
257196,421,201,100.0,649,952,-18.0
257389,421,202,-13.0,650,952,100.0
257558,421,202,-64.0,651,953,100.0
257702,421,202,-7.0,652,954,100.0
257996,421,202,0.0,653,956,78.0
258153,421,202,-73.0,654,956,1.0
258303,422,202,100.0,654,957,-21.0
258406,422,203,-4.0,655,958,100.0
258556,423,203,75.0,655,958,-13.0
258684,423,204,0.0,656,958,78.0
258958,423,204,-13.0,657,960,78.0
259265,423,204,-19.0,658,961,56.0
259709,424,204,25.0,658,963,-10.0
259823,424,205,0.0,659,963,100.0
260149,424,205,-16.0,660,965,78.0
260691,424,205,0.0,661,968,56.0
260823,424,205,0.0,662,968,56.0
261008,425,205,75.0,662,969,-10.0
261127,425,206,0.0,663,969,100.0
261275,425,206,0.0,664,970,100.0
261416,425,206,-22.0,665,971,39.0
261567,425,206,0.0,666,972,39.0
261937,426,206,100.0,666,974,-5.0
262094,426,206,0.0,667,974,-5.0
262391,426,206,-1.0,668,974,0.0
262503,426,206,-4.0,669,974,0.0
262824,426,206,-11.0,670,974,0.0
263311,426,206,0.0,671,974,0.0
263499,426,206,-22.0,672,974,0.0
263738,427,206,-22.0,672,974,-72.0
264092,427,206,0.0,673,974,0.0
