0,1,2,3,4,5,6
130068,165,105,100.0,435,494,-4.0
130456,166,105,56.0,435,495,-22.0
130651,167,105,56.0,435,496,-16.0
131043,167,105,-13.0,436,496,-16.0
131521,168,106,100.0,436,498,-61.0
131681,168,107,0.0,437,498,78.0
132185,168,107,0.0,438,500,78.0
132415,168,107,0.0,439,501,78.0
132926,168,107,-39.0,440,504,78.0
133204,168,107,-13.0,441,505,78.0
133330,168,107,-2.0,442,505,78.0
133476,169,107,75.0,442,506,-65.0
133729,169,107,-16.0,443,506,-65.0
134057,169,107,-4.0,444,506,0.0
134531,169,107,-82.0,445,506,0.0
134891,169,107,0.0,446,506,0.0
135135,170,107,0.0,446,506,0.0
135369,170,107,-17.0,447,506,0.0
135560,170,107,0.0,448,506,0.0
135828,170,107,-13.0,449,506,0.0
136275,170,109,-13.0,450,515,100.0
136404,170,109,-6.0,451,515,100.0
137830,171,109,75.0,451,516,-32.0
137955,171,110,-42.0,452,516,100.0
138057,172,110,100.0,452,517,-10.0
138318,172,111,-10.0,453,517,78.0
138761,172,111,0.0,454,519,78.0
139044,172,111,-29.0,455,520,27.0
139450,173,111,-29.0,455,520,-17.0
140038,174,112,100.0,455,522,0.0
140164,175,112,100.0,455,523,0.0
140360,175,112,-1.0,456,524,50.0
140543,176,112,-1.0,456,524,0.0
140900,176,112,-13.0,457,524,0.0
141144,177,114,100.0,457,526,-16.0
141457,178,114,56.0,457,527,-45.0
141633,179,114,56.0,457,528,0.0
141788,180,114,56.0,457,529,-13.0
141904,181,114,56.0,457,530,0.0
142094,181,114,-10.0,458,531,75.0
142193,182,115,100.0,458,531,-2.0
151442,182,116,-34.0,459,532,75.0
151628,183,116,-34.0,459,532,0.0
151935,183,116,-13.0,460,532,0.0
152329,183,116,0.0,461,532,0.0
152588,183,116,0.0,462,532,0.0
152791,183,116,0.0,463,532,0.0
153099,183,116,-16.0,464,532,0.0
153303,183,116,-16.0,465,532,0.0
153695,183,116,-22.0,466,532,0.0
153850,184,116,-22.0,466,532,-10.0
153989,185,117,78.0,466,541,-16.0
154318,186,117,56.0,466,542,-16.0
154502,187,117,56.0,466,543,0.0
154623,188,117,56.0,466,544,-1.0
154795,189,117,56.0,466,545,-22.0
155024,190,117,56.0,466,546,-22.0
155140,191,117,56.0,466,547,-4.0
155319,192,117,56.0,466,548,-79.0
155540,193,117,12.0,466,549,-18.0
155861,194,117,12.0,466,550,0.0
155988,195,117,12.0,466,551,0.0
156086,195,117,-26.0,467,552,100.0
156376,196,118,100.0,467,552,-11.0
156857,197,118,100.0,467,554,-16.0
157033,198,118,78.0,467,555,-14.0
157258,199,118,78.0,467,556,0.0
157469,200,118,78.0,467,557,0.0
157569,201,118,78.0,467,558,0.0
157971,202,118,78.0,467,559,0.0
158097,203,118,78.0,467,560,-15.0
158261,204,118,12.0,467,561,0.0
158427,205,118,12.0,467,562,-19.0
158563,206,118,12.0,467,563,0.0
158838,207,118,12.0,467,564,0.0
159093,208,118,12.0,467,565,-16.0
159204,208,118,-10.0,468,566,75.0
159479,209,119,100.0,468,566,-29.0
159680,210,119,100.0,468,567,-13.0
159828,211,119,100.0,468,568,-19.0
160154,212,119,18.0,468,569,-68.0
160288,213,119,18.0,468,570,-13.0
160395,214,119,18.0,468,571,-1.0
160560,214,119,-4.0,469,572,100.0
160666,215,120,100.0,469,572,-23.0
160855,216,120,100.0,469,573,-4.0
160945,217,120,100.0,469,574,-13.0
161088,218,120,100.0,469,575,-49.0
161207,219,120,100.0,469,576,-24.0
161663,220,120,56.0,469,578,0.0
161781,221,120,56.0,469,579,0.0
161854,221,120,-25.0,470,580,100.0
162196,222,121,34.0,470,580,-19.0
162428,223,121,34.0,470,581,-13.0
162601,224,121,34.0,470,582,0.0
162725,225,121,34.0,470,583,-26.0
162964,226,121,34.0,470,584,0.0
163185,227,121,34.0,470,585,0.0
163411,227,121,-20.0,471,585,0.0
163706,228,122,12.0,471,587,-7.0
