episode,p1h,p1_x, p1_y,p2h,p2_x, p2_y,right_of,left_of,above,below,x_clear,y_clear,cd1,cd2,aim_down,aim_left,aim_up,aim_right,p1_x_delta,p2_x_delta,p1_y_delta,p2_y_delta,action,reward,p1_score,p2_score
36,-7.0,0.0,0.0,78.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0,0
37,-7.0,0.0,0.0,78.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0,0
38,-7.0,0.0,0.0,78.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,0
39,-7.0,0.0,0.0,78.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0,0
40,100.0,0.0,0.0,78.0,-3.4,-4.3,0,1,1,0,0,0,0,2,0,0,1,0,7.561,-0.6999999999999997,3.139,-1.5,7,0.0,0,1
41,100.0,0.0,0.0,78.0,-1.9,-3.4,0,1,1,0,0,0,2,2,0,0,1,0,0.0,1.5,0.0,0.8999999999999999,6,0.0,0,1
42,100.0,0.0,0.0,78.0,-0.2,-2.9,0,1,1,0,1,0,2,2,0,1,0,0,0.0,1.7,0.0,0.5,2,0.0,0,1
43,100.0,0.0,0.0,78.0,1.4,-3.0,1,0,1,0,0,0,2,2,0,1,0,0,0.0,1.5999999999999999,0.0,-0.10000000000000009,2,0.0,0,1
44,100.0,0.0,0.0,78.0,2.9,-3.3,1,0,1,0,0,0,2,2,0,1,0,0,0.0,1.5,0.0,-0.2999999999999998,2,0.0,0,1
45,100.0,-12.228,-1.743,78.0,3.3,-3.8,1,0,1,0,0,0,2,1,0,1,0,0,-12.228,0.3999999999999999,-1.743,-0.5,6,0.0,0,1
46,100.0,-11.993,-2.221,78.0,3.5,-4.5,1,0,1,0,0,0,2,1,0,0,0,1,0.23499999999999943,0.20000000000000018,-0.478,-0.7000000000000002,0,0.0,0,1
47,100.0,-11.778,-2.83,78.0,6.4,-5.4,1,0,1,0,0,0,1,1,0,1,0,0,0.21499999999999986,2.9000000000000004,-0.609,-0.9000000000000004,2,0.0,0,1
48,100.0,-11.778,-3.55,78.0,7.6,-6.2,1,0,1,0,0,0,1,1,0,1,0,0,0.0,1.1999999999999993,-0.7199999999999998,-0.7999999999999998,7,0.0,0,1
49,100.0,-12.063,-3.876,78.0,7.8,-7.1,1,0,1,0,0,0,1,1,1,0,0,0,-0.28500000000000014,0.20000000000000018,-0.32600000000000007,-0.8999999999999995,1,0.0,0,1
50,100.0,-12.056,-4.152,78.0,7.7,-5.5,1,0,1,0,0,0,1,1,1,0,0,0,0.0070000000000014495,-0.09999999999999964,-0.27600000000000025,1.5999999999999996,4,0.0,0,1
51,100.0,-12.168,-3.01,78.0,7.1,-3.8,1,0,1,0,0,1,1,0,1,0,0,0,-0.1120000000000001,-0.6000000000000005,1.1420000000000003,1.7000000000000002,5,0.0,0,1
52,100.0,-12.007,-2.321,78.0,5.9,-2.9,1,0,1,0,0,1,1,0,0,1,0,0,0.1609999999999996,-1.1999999999999993,0.6889999999999996,0.8999999999999999,2,0.0,0,1
53,100.0,-11.926,-2.15,78.0,4.5,-2.7,1,0,1,0,0,1,0,0,0,0,0,1,0.08099999999999952,-1.4000000000000004,0.17100000000000026,0.19999999999999973,0,0.0,0,1
54,100.0,-11.567,-2.372,78.0,2.9,-2.9,1,0,1,0,0,1,2,0,0,0,0,1,0.359,-1.6,-0.22199999999999998,-0.19999999999999973,6,0.0,0,1
55,100.0,-11.116,-2.833,78.0,1.0,-3.4,1,0,1,0,0,1,2,0,0,0,0,1,0.4510000000000005,-1.9,-0.4610000000000003,-0.5,0,0.0,0,1
56,100.0,-10.679,-3.466,78.0,-0.7,-4.0,1,0,1,0,0,1,2,0,1,0,0,0,0.4369999999999994,-1.7,-0.633,-0.6000000000000001,1,0.0,0,1
57,100.0,-10.389,-4.235,78.0,-2.5,-4.8,1,0,1,0,0,1,2,0,0,0,1,0,0.2900000000000009,-1.8,-0.7690000000000001,-0.7999999999999998,3,0.0,0,1
58,100.0,-10.347,-5.191,78.0,-4.4,-5.6,1,0,1,0,0,1,2,0,0,1,0,0,0.041999999999999815,-1.9000000000000004,-0.9559999999999995,-0.7999999999999998,2,0.0,0,1
59,100.0,-10.593,-6.142,78.0,-4.6,-6.5,1,0,1,0,0,1,2,0,0,1,0,0,-0.24600000000000044,-0.1999999999999993,-0.9510000000000005,-0.9000000000000004,4,0.0,0,1
60,100.0,-10.511,-7.139,78.0,-5.2,-7.1,1,0,0,1,0,1,1,0,0,0,0,1,0.08200000000000074,-0.6000000000000005,-0.9969999999999999,-0.5999999999999996,0,0.0,0,1
61,46.0,-10.658,-7.137,78.0,-3.8,-4.2,1,0,0,1,0,0,1,0,0,0,0,1,-0.14700000000000024,1.4000000000000004,0.002000000000000668,2.8999999999999995,0,-0.54,0,1
62,46.0,-12.225,-7.158,78.0,-3.5,-2.9,1,0,0,1,0,0,1,0,0,0,0,1,-1.5670000000000002,0.2999999999999998,-0.021000000000000796,1.3000000000000003,6,0.0,0,1
63,46.0,-12.168,-7.165,78.0,-4.1,-2.4,1,0,0,1,0,0,1,3,0,0,0,1,0.057000000000000384,-0.5999999999999996,-0.006999999999999673,0.5,7,0.0,0,1
64,46.0,-12.166,-7.165,78.0,-5.1,-2.3,1,0,0,1,0,0,1,3,0,0,0,1,0.0019999999999988916,-1.0,0.0,0.10000000000000009,4,0.0,0,1
65,46.0,-12.165,-5.438,78.0,-6.2,-2.6,1,0,0,1,0,0,1,3,0,0,0,1,0.0010000000000012221,-1.1000000000000005,1.7270000000000003,-0.30000000000000027,5,0.0,0,1
66,46.0,-12.165,-3.569,78.0,-7.9,-3.2,1,0,0,1,0,1,0,3,0,0,0,1,0.0,-1.7000000000000002,1.8689999999999998,-0.6000000000000001,7,0.0,0,1
67,46.0,-12.165,-2.965,78.0,-9.6,-3.9,1,0,1,0,0,1,0,3,0,0,1,0,0.0,-1.6999999999999993,0.6040000000000001,-0.6999999999999997,3,0.0,0,1
68,46.0,-12.165,-3.175,78.0,-11.3,-4.6,1,0,1,0,1,0,0,3,0,0,1,0,0.0,-1.700000000000001,-0.20999999999999996,-0.6999999999999997,3,0.0,0,1
69,46.0,-12.165,-1.666,78.0,-12.1,-5.3,1,0,1,0,1,0,0,2,0,0,1,0,0.0,-0.7999999999999989,1.509,-0.7000000000000002,5,0.0,0,1
70,46.0,-12.161,-0.489,78.0,-11.7,-5.9,1,0,1,0,1,0,0,2,0,1,0,0,0.0039999999999995595,0.40000000000000036,1.177,-0.6000000000000005,2,0.0,0,1
71,46.0,-12.146,2.018,78.0,-10.5,-6.6,1,0,1,0,0,0,0,2,0,1,0,0,0.014999999999998792,1.1999999999999993,2.5069999999999997,-0.6999999999999993,5,0.0,0,1
72,46.0,-12.135,3.743,78.0,-10.2,-6.3,1,0,1,0,0,0,0,2,0,0,1,0,0.011000000000001009,0.3000000000000007,1.725,0.2999999999999998,3,0.0,0,1
73,46.0,-12.126,6.559,78.0,-10.6,-4.1,1,0,1,0,0,0,0,2,0,0,1,0,0.009000000000000341,-0.40000000000000036,2.8160000000000003,2.2,5,0.0,0,1
74,46.0,-12.123,7.067,78.0,-11.7,-3.0,1,0,1,0,1,0,0,2,0,0,1,0,0.0030000000000001137,-1.0999999999999996,0.508,1.0999999999999996,4,0.0,0,1
75,46.0,-12.167,6.801,78.0,-12.0,-1.9,1,0,1,0,1,0,0,1,0,1,0,0,-0.04400000000000048,-0.3000000000000007,-0.266,1.1,2,0.0,0,1
76,46.0,-12.165,6.257,78.0,-12.0,0.4,1,0,1,0,1,0,0,1,0,0,1,0,0.002000000000000668,0.0,-0.5440000000000005,2.3,3,0.0,0,1
77,46.0,-11.996,5.328,78.0,-12.0,1.7,0,1,1,0,1,0,0,1,0,0,0,1,0.1689999999999987,0.0,-0.9289999999999994,1.2999999999999998,0,0.0,0,1
78,46.0,-12.127,4.462,78.0,-11.9,2.1,1,0,1,0,1,0,0,1,0,0,0,1,-0.13100000000000023,0.09999999999999964,-0.8660000000000005,0.40000000000000013,7,0.0,0,1
79,46.0,-11.806,3.73,78.0,-11.9,2.1,0,1,1,0,1,0,0,1,1,0,0,0,0.3210000000000015,0.0,-0.7319999999999998,0.0,1,0.0,0,1
80,46.0,-11.812,3.001,78.0,-11.9,1.8,0,1,1,0,1,0,0,1,0,1,0,0,-0.006000000000000227,0.0,-0.7290000000000001,-0.30000000000000004,2,0.0,0,1
81,46.0,-12.062,2.194,78.0,-11.9,1.2,1,0,1,0,1,1,0,0,0,1,0,0,-0.25,0.0,-0.8069999999999999,-0.6000000000000001,7,0.0,0,1
82,46.0,-11.896,3.424,78.0,-11.9,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0.1659999999999986,0.0,1.23,-0.7,5,0.0,0,1
83,46.0,-11.727,4.576,78.0,-11.9,-0.3,0,1,1,0,1,0,0,3,0,1,0,0,0.16900000000000048,0.0,1.1519999999999997,-0.8,7,0.0,0,1
84,46.0,-11.614,4.903,78.0,-11.9,-1.2,0,1,1,0,1,0,0,3,0,0,1,0,0.11299999999999955,0.0,0.32699999999999996,-0.8999999999999999,3,0.0,0,1
85,46.0,-11.54,4.649,78.0,-11.9,-2.0,0,1,1,0,1,0,0,3,0,0,1,0,0.07400000000000162,0.0,-0.25399999999999956,-0.8,5,0.0,0,1
86,46.0,-11.49,6.099,78.0,-11.9,-2.9,0,1,1,0,1,0,2,3,0,0,1,0,0.049999999999998934,0.0,1.4500000000000002,-0.8999999999999999,6,0.0,0,1
87,46.0,-11.454,7.044,15.0,-11.9,-5.8,0,1,1,0,1,0,2,3,1,0,0,0,0.03599999999999959,0.0,0.9449999999999994,-2.9,1,0.63,0,1
88,46.0,-11.342,7.065,15.0,-11.9,-6.8,0,1,1,0,1,0,2,3,0,0,0,1,0.1120000000000001,0.0,0.021000000000000796,-1.0,0,0.0,0,1
89,46.0,-11.057,6.668,15.0,-11.9,-5.7,0,1,1,0,1,0,2,2,0,0,0,1,0.28500000000000014,0.0,-0.39700000000000024,1.0999999999999996,4,0.0,0,1
90,46.0,-10.85,6.005,15.0,-11.8,-7.2,0,1,1,0,1,0,2,2,0,0,0,1,0.20700000000000074,0.09999999999999964,-0.6630000000000003,-1.5,4,0.0,0,1
91,46.0,-10.732,5.385,15.0,-11.5,-7.0,0,1,1,0,1,0,2,2,0,0,0,1,0.11800000000000033,0.3000000000000007,-0.6200000000000001,0.20000000000000018,5,0.0,0,1
92,24.0,-10.612,4.912,15.0,-10.6,-7.1,1,0,1,0,1,0,1,2,0,0,0,1,0.11999999999999922,0.9000000000000004,-0.47299999999999986,-0.09999999999999964,5,-0.22,0,1
93,24.0,-10.433,5.027,15.0,-9.6,-7.0,1,0,1,0,1,0,1,2,0,0,0,1,0.17900000000000027,1.0,0.11500000000000021,0.09999999999999964,6,0.0,0,1
94,24.0,-10.314,4.759,15.0,-8.3,-7.2,1,0,1,0,0,0,1,2,0,0,0,1,0.11899999999999977,1.299999999999999,-0.2679999999999998,-0.20000000000000018,5,0.0,0,1
95,24.0,-10.227,4.264,15.0,-7.0,-7.0,1,0,1,0,0,0,1,1,0,0,0,1,0.08699999999999974,1.3000000000000007,-0.4950000000000001,0.20000000000000018,6,0.0,0,1
96,24.0,-10.297,3.619,15.0,-5.4,-7.1,1,0,1,0,0,0,1,1,0,1,0,0,-0.07000000000000028,1.5999999999999996,-0.645,-0.09999999999999964,2,0.0,0,1
97,24.0,-10.745,2.874,15.0,-4.2,-7.1,1,0,1,0,0,0,1,1,0,1,0,0,-0.4479999999999986,1.2000000000000002,-0.7450000000000001,0.0,2,0.0,0,1
98,24.0,-11.311,2.063,15.0,-2.5,-7.1,1,0,1,0,0,0,0,1,0,1,0,0,-0.5660000000000007,1.7000000000000002,-0.8109999999999999,0.0,6,0.0,0,1
99,24.0,-10.335,1.208,15.0,-1.0,-7.1,1,0,1,0,0,0,0,1,0,1,0,0,0.9759999999999991,1.5,-0.8550000000000002,0.0,7,0.0,0,1
100,24.0,-7.534,0.324,15.0,0.5,-7.1,1,0,1,0,0,0,2,1,0,1,0,0,2.801000000000001,1.5,-0.8839999999999999,0.0,6,0.0,0,1
101,24.0,-5.091,-0.841,15.0,2.1,-7.1,1,0,1,0,0,0,2,0,0,0,1,0,2.4429999999999996,1.6,-1.165,0.0,3,0.0,0,1
102,24.0,-3.47,-1.978,15.0,3.5,-5.9,1,0,1,0,0,0,2,0,0,0,1,0,1.621,1.4,-1.137,1.1999999999999993,5,0.0,0,1
103,24.0,-2.06,-3.05,15.0,4.2,-4.1,1,0,1,0,0,0,2,0,0,0,0,1,1.4100000000000001,0.7000000000000002,-1.0719999999999998,1.8000000000000007,0,0.0,0,1
104,24.0,-1.159,-4.219,15.0,3.9,-2.8,1,0,0,1,0,0,2,0,0,0,1,0,0.901,-0.30000000000000027,-1.1690000000000005,1.2999999999999998,3,0.0,0,1
105,24.0,-0.458,-5.441,15.0,3.1,-2.5,1,0,0,1,0,0,2,0,0,0,1,0,0.7010000000000001,-0.7999999999999998,-1.2219999999999995,0.2999999999999998,5,0.0,0,1
106,24.0,0.053,-6.705,15.0,1.8,-2.5,1,0,0,1,0,0,1,0,0,0,1,0,0.511,-1.3,-1.2640000000000002,0.0,4,0.0,0,1
107,24.0,0.307,-7.041,15.0,0.3,-3.0,0,1,0,1,1,0,1,0,0,0,1,0,0.254,-1.5,-0.3360000000000003,-0.5,6,0.0,0,1
108,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,-1.24,0,1
109,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
110,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0,1
111,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
112,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1
113,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1
114,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0.0,0,1
115,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0,1
116,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0,1
117,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0,1
118,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0,1
119,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0.0,0,1
120,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0,1
121,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0.0,0,1
122,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
123,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,1
124,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0.0,0,1
125,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0,1
126,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,0,1
127,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
128,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,1
129,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
130,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0.0,0,1
131,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0,1
132,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0.0,0,1
133,-20.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0.0,0,1
134,100.0,0.0,0.0,15.0,-6.3,-5.1,0,1,1,0,0,0,1,1,0,1,0,0,-0.307,-6.6,7.041,-2.0999999999999996,2,0.0,0,2
135,100.0,0.0,0.0,15.0,-7.7,-3.9,0,1,1,0,0,0,1,0,0,1,0,0,0.0,-1.4000000000000004,0.0,1.1999999999999997,5,0.0,0,2
136,100.0,0.0,0.0,15.0,-9.2,-3.3,0,1,1,0,0,0,0,0,0,0,1,0,0.0,-1.4999999999999991,0.0,0.6000000000000001,3,0.0,0,2
137,100.0,0.0,0.0,15.0,-10.9,-3.2,0,1,1,0,0,0,0,0,0,1,0,0,0.0,-1.700000000000001,0.0,0.09999999999999964,2,0.0,0,2
138,100.0,0.0,0.0,15.0,-12.2,-3.3,0,1,1,0,0,0,0,0,0,1,0,0,0.0,-1.299999999999999,0.0,-0.09999999999999964,5,0.0,0,2
139,100.0,0.0,0.0,15.0,-11.9,-3.5,0,1,1,0,0,0,2,0,0,1,0,0,0.0,0.29999999999999893,0.0,-0.20000000000000018,6,0.0,0,2
140,100.0,7.038,0.522,15.0,-10.9,-4.0,0,1,1,0,0,0,2,0,0,0,1,0,7.038,1.0,0.522,-0.5,3,0.0,0,2
141,100.0,8.033,0.796,15.0,-9.6,-4.7,0,1,1,0,0,0,2,3,0,0,1,0,0.9949999999999992,1.3000000000000007,0.274,-0.7000000000000002,7,0.0,0,2
142,100.0,8.56,1.194,15.0,-8.2,-5.3,0,1,1,0,0,0,2,3,0,1,0,0,0.527000000000001,1.4000000000000004,0.3979999999999999,-0.5999999999999996,2,0.0,0,2
143,100.0,8.638,1.088,15.0,-6.6,-6.2,0,1,1,0,0,0,2,3,0,1,0,0,0.0779999999999994,1.5999999999999996,-0.10599999999999987,-0.9000000000000004,5,0.0,0,2
144,100.0,8.69,0.638,15.0,-4.8,-7.1,0,1,1,0,0,0,2,3,0,0,1,0,0.0519999999999996,1.7999999999999998,-0.45000000000000007,-0.8999999999999995,3,0.0,0,2
145,100.0,8.728,-0.245,15.0,-3.2,-7.0,0,1,1,0,0,0,1,3,0,0,1,0,0.038000000000000256,1.5999999999999996,-0.883,0.09999999999999964,5,0.0,0,2
146,100.0,8.747,-1.086,15.0,-1.6,-7.1,0,1,1,0,0,0,1,3,0,0,1,0,0.019000000000000128,1.6,-0.8410000000000001,-0.09999999999999964,4,0.0,0,2
147,100.0,8.578,-1.961,15.0,-0.3,-6.9,0,1,1,0,0,0,1,2,0,1,0,0,-0.16900000000000048,1.3,-0.875,0.1999999999999993,2,0.0,0,2
148,100.0,8.247,-2.858,15.0,-2.9,-7.1,0,1,1,0,0,0,1,2,0,1,0,0,-0.3309999999999995,-2.6,-0.897,-0.1999999999999993,6,0.0,0,2
149,100.0,8.027,-3.702,15.0,-3.5,-7.1,0,1,1,0,0,0,1,2,1,0,0,0,-0.22000000000000064,-0.6000000000000001,-0.8439999999999999,0.0,1,0.0,0,2
150,100.0,7.881,-4.592,15.0,-3.3,-7.1,0,1,1,0,0,0,1,2,1,0,0,0,-0.14599999999999902,0.20000000000000018,-0.8899999999999997,0.0,4,0.0,0,2
151,100.0,7.785,-5.437,15.0,-2.8,-7.0,0,1,1,0,0,0,0,2,1,0,0,0,-0.09600000000000009,0.5,-0.8450000000000006,0.09999999999999964,5,0.0,0,2
152,100.0,7.58,-6.314,15.0,-1.8,-7.1,0,1,1,0,0,1,0,2,0,1,0,0,-0.20500000000000007,0.9999999999999998,-0.8769999999999998,-0.09999999999999964,2,0.0,0,2
153,100.0,7.111,-7.057,15.0,-0.6,-6.3,0,1,0,1,0,1,0,1,0,0,1,0,-0.4690000000000003,1.2000000000000002,-0.7430000000000003,0.7999999999999998,3,0.0,0,2
154,100.0,6.795,-5.877,15.0,-0.3,-4.1,0,1,0,1,0,0,2,1,0,0,1,0,-0.31599999999999984,0.3,1.1800000000000006,2.2,6,0.0,0,2
155,100.0,6.526,-4.706,15.0,-0.6,-3.0,0,1,0,1,0,0,2,1,0,0,1,0,-0.26900000000000013,-0.3,1.1709999999999994,1.0999999999999996,6,0.0,0,2
156,100.0,6.371,-4.225,15.0,-1.7,-2.5,0,1,0,1,0,0,2,1,0,0,1,0,-0.15499999999999936,-1.1,0.48100000000000076,0.5,6,0.0,0,2
